id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Documents>	weight<Citations>	weight<Norm. citations>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
92590	wu c.	-0.4555	0.2152	1	31	35	25	159	30.2196	2013.96	6.36	1.2088
92623	wu h.	-0.0346	-0.1033	6	54	74	43	175	33.6436	2014.6047	4.0698	0.7824
92632	wu j.	-0.8287	0.1263	1	64	99	73	264	37.72	2013.2055	3.6164	0.5167
92650	wu l.	-0.52	0.4781	10	44	71	30	39	7.2486	2015.7	1.3	0.2416
92677	wu s.	-0.9449	-0.0511	1	37	40	26	37	8.5015	2015.4231	1.4231	0.327
92688	wu w.	-0.5994	-0.3098	1	24	26	21	65	10.4092	2013.8571	3.0952	0.4957
92693	wu x.	-0.1779	-0.1318	4	55	89	58	288	45.2419	2013.2069	4.9655	0.78
92700	wu y.	-0.4967	-0.2266	9	87	132	73	407	62.2656	2014.7123	5.5753	0.853
92711	wu z.	-0.6517	0.3793	13	53	71	40	138	28.2177	2014.575	3.45	0.7054
92933	xiao l.	-1.0089	-0.1154	1	27	50	28	77	18.0856	2016.0357	2.75	0.6459
92949	xiao x.	-0.1225	0.6128	8	30	47	26	192	31.5663	2014.5385	7.3846	1.2141
93022	xie m.	-0.4262	0.5597	10	13	21	23	376	36.4908	2008.6957	16.3478	1.5866
93030	xie t.	0.3762	0.2742	8	46	122	92	2039	209.2713	2011.5217	22.163	2.2747
93034	xie x.	-0.238	-0.6101	12	42	93	38	366	62.4005	2013.7632	9.6316	1.6421
93116	xiong y.	-0.0157	-0.448	8	30	63	21	317	82.3728	2016.9048	15.0952	3.9225
93136	xu b.	-0.4817	-0.4766	6	61	149	66	648	67.9867	2011.7879	9.8182	1.0301
93141	xu c.	-0.3033	-0.0961	9	41	61	30	178	37.4967	2015.8333	5.9333	1.2499
93149	xu d.	0.0961	0.214	11	29	55	55	591	59.9376	2012.0727	10.7455	1.0898
93151	xu g.	-0.4683	0.1491	1	33	37	23	156	18.1328	2012.6087	6.7826	0.7884
93155	xu h.	-0.2152	0.2551	9	33	38	31	134	24.8667	2014.2903	4.3226	0.8022
93161	xu j.	-0.7318	0.0122	1	58	83	54	232	39.0255	2014.3704	4.2963	0.7227
93171	xu l.	-0.3161	0.0691	9	62	99	47	407	54.9104	2014.4681	8.6596	1.1683
93189	xu s.	-0.876	-0.0126	1	39	46	34	99	11.5731	2011.9706	2.9118	0.3404
93194	xu w.	0.0294	0.3339	11	40	66	48	434	57.7671	2012.9375	9.0417	1.2035
93199	xu x.	-0.4617	-0.169	6	59	80	52	146	34.6948	2015.6538	2.8077	0.6672
93205	xu y.	-0.3913	0.1866	1	81	107	59	197	66.9193	2015.4746	3.339	1.1342
93211	xu z.	-0.3093	0.5816	1	41	72	45	860	119.1031	2011.8889	19.1111	2.6467
93296	yadav d.k.	0.5125	1.0681	7	1	5	20	166	25.8575	2016.1	8.3	1.2929
93397	yamada s.	0.0624	1.8789	16	3	40	76	1305	176.7315	2007.4737	17.1711	2.3254
93470	yan h.	-0.2145	0.5909	7	22	26	21	59	17.9179	2014.7143	2.8095	0.8532
93475	yan j.	-0.675	-0.6209	4	24	34	26	136	21.4232	2014.8846	5.2308	0.824
93503	yan y.	-0.5658	0.1466	1	29	35	22	63	35.3203	2017.7727	2.8636	1.6055
93532	yang b.	-0.4096	0.1315	10	63	78	40	279	35.831	2013.825	6.975	0.8958
93534	yang c.	-0.2568	0.5207	5	47	66	51	313	63.2771	2015.0196	6.1373	1.2407
93558	yang g.	-0.2002	0.4265	10	30	35	30	476	44.9915	2014.4	15.8667	1.4997
93563	yang h.	-0.7105	-0.2683	1	52	75	51	141	19.2038	2013.9412	2.7647	0.3765
93580	yang j.	-0.6299	0.1816	1	85	115	74	300	54.8875	2014.5135	4.0541	0.7417
93597	yang l.	-0.8031	0.0059	4	39	44	30	64	13.3226	2013.9	2.1333	0.4441
93601	yang m.	-0.6024	0.4432	1	25	29	20	48	11.0372	2015.5	2.4	0.5519
93613	yang s.	-0.7786	-0.434	9	40	53	35	189	74.6197	2015.9714	5.4	2.132
93632	yang w.	-0.2892	-0.3482	1	31	37	22	89	21.8927	2016.1818	4.0455	0.9951
93636	yang x.	-0.5773	0.0703	1	65	97	67	729	111.6176	2014.6716	10.8806	1.6659
93652	yang y.	-0.2397	0.0653	10	81	110	75	189	36.7271	2015.36	2.52	0.4897
93664	yang z.	-0.5081	0.0415	1	77	123	65	200	55.8999	2015.5692	3.0769	0.86
93718	yao j.	-0.7992	0.4028	1	31	45	20	51	10.8542	2014.95	2.55	0.5427
93737	yao x.	0.1234	-0.5267	10	22	50	36	996	116.5554	2013	27.6667	3.2376
93741	yao y.	-0.7966	-0.2124	1	47	63	30	48	11.228	2016.1	1.6	0.3743
93981	yevtushenko n.	0.7158	0.9475	11	2	8	29	267	30.1546	2012.8966	9.2069	1.0398
94089	yin x.	-0.9323	0.2152	1	23	48	20	104	17.1918	2013	5.2	0.8596
94090	yin y.	-0.98	0.1133	1	21	40	25	55	6.3962	2012.68	2.2	0.2558
94224	yoo s.	0.6737	0.3051	5	13	30	27	1563	189.5569	2013.5185	57.8889	7.0206
94447	yu h.	-0.2486	0.1826	6	46	56	40	155	32.4034	2014.85	3.875	0.8101
94453	yu j.	0.0259	0.2341	5	37	42	32	189	53.5032	2015.9062	5.9062	1.672
94461	yu l.	0.1378	0.1567	3	44	71	46	332	42.6839	2013.1739	7.2174	0.9279
94480	yu t.	0.0659	0.0957	6	26	42	30	183	82.8724	2015.5	6.1	2.7624
94491	yu x.	-0.8768	-0.3455	1	47	59	35	166	27.7128	2015.2	4.7429	0.7918
94498	yu y.	-0.482	-0.7381	12	42	73	58	868	91.1994	2008.7759	14.9655	1.5724
94505	yu z.	-0.0206	-0.0403	2	28	38	27	89	27.8083	2015.9259	3.2963	1.0299
94542	yuan y.	-0.5167	-0.3259	1	19	21	20	120	22.1881	2014.6	6	1.1094
94855	zaidman a.	1.3431	-0.56	2	5	23	26	593	107.4862	2015.8462	22.8077	4.1341
94979	zamli k.z.	1.0678	-0.5936	2	2	17	55	543	78.9674	2013.7273	9.8727	1.4358
95258	zeller a.	0.732	-0.0522	7	5	19	49	1434	150.6647	2013.6122	29.2653	3.0748
95401	zhang b.	-0.5028	0.4045	10	63	100	58	183	30.1134	2015.7414	3.1552	0.5192
95410	zhang c.	0.1244	-0.1238	8	91	149	91	1170	175.4698	2014.8242	12.8571	1.9282
95417	zhang d.	-0.0089	0.0798	9	49	76	57	420	76.2463	2014.2807	7.3684	1.3377
95429	zhang f.	-0.7178	0.074	1	63	91	35	229	58.9534	2015.8	6.5429	1.6844
95434	zhang g.	-0.2212	-0.3649	10	57	87	44	83	24.9286	2015.0909	1.8864	0.5666
95445	zhang h.	-0.2981	-0.1573	1	107	196	127	583	133.1281	2015.1181	4.5906	1.0483
95454	zhang j.	-0.4636	-0.2864	4	130	267	172	930	234.7361	2014.8953	5.407	1.3647
95470	zhang k.	-0.5979	-0.0404	1	49	56	33	165	37.6093	2015.697	5	1.1397
95472	zhang l.	0.1067	0.0236	8	143	356	183	2460	401.8693	2014.6721	13.4426	2.196
95478	zhang m.	-0.1152	-0.2393	4	58	97	53	223	59.936	2016.1887	4.2075	1.1309
95483	zhang n.	-0.5408	-0.0562	1	17	25	23	77	16.121	2016.9565	3.3478	0.7009
95486	zhang p.	-0.3151	0.1797	5	33	43	35	125	27.607	2016.1143	3.5714	0.7888
95490	zhang q.	-0.2855	0.0183	10	73	96	54	256	48.7953	2015.2778	4.7407	0.9036
95495	zhang r.	-0.5513	0.0059	1	43	63	41	175	84.2031	2015.6585	4.2683	2.0537
95503	zhang s.	0.0912	-0.2089	3	69	97	64	463	64.2151	2014.6406	7.2344	1.0034
95515	zhang t.	-0.5237	0.3283	1	71	114	62	320	112.8434	2016.5	5.1613	1.8201
95519	zhang w.	-0.221	-0.0449	4	79	128	91	477	64.0743	2013.7143	5.2418	0.7041
95529	zhang x.	-0.3447	0.1264	4	158	335	194	1389	199.4475	2014.6134	7.1598	1.0281
95546	zhang y.	-0.2792	-0.0404	1	171	404	230	1430	315.7715	2014.7826	6.2174	1.3729
95560	zhang z.	-0.6165	-0.4549	12	112	230	132	931	174.2966	2015.25	7.053	1.3204
95581	zhao c.	-0.4429	0.4634	1	26	31	23	48	6.7115	2014.2609	2.087	0.2918
95593	zhao h.	-0.4398	-0.4289	6	36	44	25	45	10.0716	2015.76	1.8	0.4029
95602	zhao j.	-0.2743	0.1201	1	76	117	65	536	109.5594	2012.6769	8.2462	1.6855
95615	zhao l.	-0.2351	-0.3011	4	59	79	46	216	27.5146	2014.3696	4.6957	0.5981
95634	zhao x.	-0.9327	-0.1596	1	68	103	51	337	81.0567	2015.0392	6.6078	1.5893
95638	zhao y.	-0.4879	-0.1064	6	97	149	71	295	77.0846	2015.9718	4.1549	1.0857
95645	zhao z.	-0.5785	-0.2225	6	46	71	39	265	38.2381	2015.1795	6.7949	0.9805
95699	zheng j.	-0.6945	0.6911	13	19	24	21	158	14.4404	2013.619	7.5238	0.6876
95719	zheng w.	-0.1782	-0.1932	4	40	48	33	164	29.266	2014.1818	4.9697	0.8868
95722	zheng x.	-0.1762	0.2067	10	29	31	21	108	21.6437	2014.4762	5.1429	1.0307
95725	zheng y.	-0.188	-0.2576	9	36	53	33	164	20.5728	2012.7576	4.9697	0.6234
95819	zhou b.	-0.8572	0.4897	13	29	43	25	94	10.3099	2011.52	3.76	0.4124
95829	zhou h.	-0.5433	-0.2714	1	26	30	21	27	10.3012	2015.7619	1.2857	0.4905
95831	zhou j.	-0.2841	0.2436	10	52	65	40	429	97.71	2014.575	10.725	2.4427
95840	zhou l.	-0.6192	-0.1687	1	30	34	22	36	7.7053	2014.3636	1.6364	0.3502
95843	zhou m.	-0.7207	0.3495	1	32	43	23	58	17.2905	2016.1304	2.5217	0.7518
95861	zhou x.	-0.4631	0.0864	1	45	51	38	237	34.8871	2013.9737	6.2368	0.9181
95864	zhou y.	-0.2632	-0.4163	9	82	132	63	793	97.2611	2014.4444	12.5873	1.5438
95872	zhou z.	-0.2617	-0.7036	12	46	110	70	793	128.9964	2013.9857	11.3286	1.8428
95891	zhu h.	-0.0402	0.3972	9	34	42	57	1186	120.4556	2010.6667	20.807	2.1133
95899	zhu j.	-0.1429	-0.3073	9	37	46	32	228	43.7553	2013.9688	7.125	1.3674
95906	zhu l.	-0.4236	-0.5332	9	50	69	30	70	14.7166	2014.2667	2.3333	0.4906
95924	zhu x.	-0.9387	0.3127	13	49	81	46	132	19.8581	2014.1957	2.8696	0.4317
95929	zhu y.	-0.6661	-0.1297	1	42	50	31	74	20.9181	2015.5161	2.3871	0.6748
95932	zhu z.	0.002	-0.3604	6	23	36	27	88	20.9745	2015.8148	3.2593	0.7768
