73	118	1
73	146	1
73	176	1
73	202	4
73	408	26
73	441	2
73	456	1
73	549	2
73	646	1
73	706	2
73	820	1
73	874	1
73	893	2
73	945	1
73	972	1
73	1024	1
73	1027	1
73	1074	1
101	118	1
101	119	1
101	146	1
101	176	6
101	202	2
101	221	3
101	222	3
101	239	1
101	260	1
101	334	1
101	408	12
101	441	8
101	549	5
101	555	3
101	634	2
101	676	1
101	729	2
101	749	2
101	792	1
101	830	1
101	929	1
101	939	1
101	945	9
101	972	2
101	1022	2
101	1024	1
101	1031	12
101	1072	3
101	1074	16
118	119	5
118	135	4
118	146	2
118	176	2
118	202	36
118	221	3
118	222	139
118	274	2
118	296	4
118	403	7
118	408	17
118	441	44
118	456	3
118	486	68
118	511	11
118	513	9
118	535	6
118	536	3
118	537	9
118	544	3
118	549	20
118	555	13
118	590	1
118	605	1
118	634	3
118	646	13
118	676	2
118	706	2
118	729	19
118	733	16
118	736	1
118	749	7
118	775	2
118	817	5
118	820	3
118	830	3
118	870	1
118	874	2
118	893	5
118	924	14
118	939	5
118	940	8
118	945	16
118	950	5
118	970	6
118	972	10
118	978	2
118	1003	8
118	1024	2
118	1027	3
118	1031	49
118	1074	117
118	1094	3
119	146	4
119	176	7
119	202	16
119	221	3
119	222	5
119	239	1
119	273	1
119	274	8
119	296	5
119	370	1
119	403	5
119	408	24
119	441	88
119	456	4
119	486	1
119	493	4
119	511	8
119	513	1
119	537	1
119	544	2
119	549	26
119	555	17
119	634	1
119	729	22
119	733	3
119	749	7
119	775	1
119	817	7
119	820	4
119	870	1
119	874	2
119	893	1
119	908	2
119	924	1
119	929	2
119	939	1
119	940	4
119	945	18
119	970	20
119	972	21
119	978	1
119	1024	13
119	1031	30
119	1074	65
119	1094	2
135	202	2
135	222	2
135	441	1
135	486	1
135	537	1
135	555	1
135	646	6
135	749	1
135	924	1
135	940	1
135	1031	2
135	1074	7
146	176	3
146	188	2
146	202	9
146	221	2
146	222	9
146	239	4
146	263	1
146	274	1
146	296	3
146	337	2
146	403	8
146	408	59
146	441	39
146	456	2
146	493	1
146	511	4
146	535	1
146	537	2
146	544	1
146	549	34
146	555	3
146	574	1
146	615	1
146	634	10
146	676	2
146	706	2
146	729	31
146	733	3
146	749	6
146	760	1
146	775	5
146	817	4
146	820	6
146	874	2
146	908	1
146	924	1
146	929	2
146	940	5
146	945	21
146	970	6
146	972	18
146	978	1
146	1003	1
146	1024	1
146	1031	30
146	1033	2
146	1074	36
176	188	1
176	202	25
176	221	6
176	222	3
176	239	10
176	260	1
176	274	1
176	296	4
176	337	2
176	403	3
176	408	52
176	441	30
176	456	1
176	486	1
176	511	5
176	535	3
176	537	1
176	544	1
176	549	25
176	555	2
176	634	9
176	676	1
176	729	8
176	733	2
176	749	7
176	760	1
176	775	1
176	792	2
176	817	2
176	820	23
176	870	1
176	874	5
176	893	1
176	908	4
176	924	1
176	929	1
176	939	3
176	940	5
176	945	6
176	970	18
176	972	6
176	1022	1
176	1024	3
176	1027	3
176	1031	51
176	1072	7
176	1074	107
188	222	2
188	239	2
188	274	1
188	337	2
188	403	1
188	408	2
188	441	1
188	511	2
188	535	1
188	544	2
188	549	6
188	615	1
188	676	2
188	729	2
188	760	1
188	775	3
188	820	1
188	870	1
188	874	1
188	908	4
188	940	2
188	945	3
188	970	3
188	972	4
188	1003	1
188	1033	2
188	1074	5
202	221	2
202	222	65
202	239	2
202	260	2
202	263	1
202	274	2
202	296	6
202	337	13
202	370	4
202	403	19
202	408	48
202	441	54
202	456	1
202	486	4
202	493	4
202	511	8
202	535	15
202	537	8
202	544	8
202	549	37
202	555	40
202	567	4
202	590	4
202	602	2
202	605	4
202	634	8
202	646	1
202	676	5
202	706	6
202	729	24
202	733	9
202	749	21
202	775	3
202	792	1
202	817	7
202	820	7
202	830	4
202	870	4
202	874	13
202	893	8
202	924	8
202	929	4
202	939	3
202	940	6
202	945	13
202	950	3
202	970	13
202	972	29
202	978	1
202	1022	2
202	1024	30
202	1027	13
202	1031	68
202	1074	350
202	1094	1
221	222	2
221	260	1
221	334	3
221	403	1
221	408	5
221	441	8
221	511	1
221	535	1
221	549	4
221	634	1
221	676	3
221	733	2
221	749	1
221	792	1
221	820	1
221	870	1
221	874	1
221	940	1
221	945	11
221	970	1
221	972	3
221	1031	3
221	1074	18
222	239	3
222	263	2
222	274	2
222	296	4
222	337	4
222	403	5
222	408	45
222	441	31
222	456	2
222	486	108
222	493	1
222	511	16
222	513	2
222	535	5
222	537	6
222	544	6
222	549	23
222	555	66
222	567	1
222	615	3
222	634	4
222	646	5
222	676	4
222	706	1
222	729	14
222	733	6
222	749	12
222	760	1
222	775	21
222	817	5
222	820	3
222	830	2
222	870	1
222	874	17
222	893	4
222	924	61
222	940	16
222	945	14
222	950	2
222	970	23
222	972	16
222	978	12
222	1003	5
222	1022	1
222	1024	1
222	1027	1
222	1031	111
222	1033	2
222	1074	506
222	1094	1
239	263	1
239	296	1
239	334	3
239	337	2
239	403	2
239	408	8
239	441	3
239	502	1
239	511	2
239	535	1
239	549	11
239	615	1
239	676	6
239	760	1
239	775	3
239	792	2
239	820	2
239	893	1
239	908	1
239	940	2
239	945	7
239	970	1
239	972	6
239	1003	2
239	1031	3
239	1074	22
239	1094	1
260	441	1
260	1074	5
263	274	1
263	408	2
263	441	2
263	537	1
263	549	2
263	555	1
263	729	1
263	820	2
263	874	2
263	908	6
263	945	2
263	970	2
263	972	1
263	1031	3
263	1074	6
273	408	1
273	441	1
273	456	6
273	537	1
273	729	1
273	870	1
273	874	1
273	945	1
273	972	1
273	1024	1
273	1031	3
273	1074	2
274	296	1
274	403	3
274	408	6
274	441	9
274	456	1
274	511	2
274	535	1
274	536	2
274	544	5
274	549	10
274	555	4
274	590	1
274	602	1
274	615	2
274	646	8
274	676	1
274	729	4
274	733	2
274	749	2
274	792	1
274	817	8
274	820	3
274	874	5
274	928	5
274	929	2
274	939	1
274	940	3
274	945	2
274	970	8
274	972	10
274	978	2
274	1024	2
274	1031	7
274	1033	1
274	1074	18
274	1094	1
296	370	3
296	403	1
296	408	12
296	441	29
296	493	3
296	511	6
296	535	1
296	537	1
296	544	1
296	549	9
296	555	3
296	574	1
296	646	2
296	729	5
296	749	10
296	817	6
296	820	1
296	870	2
296	874	1
296	908	2
296	924	2
296	929	1
296	939	2
296	940	2
296	945	5
296	970	10
296	972	4
296	978	1
296	1003	1
296	1024	3
296	1031	10
296	1072	1
296	1074	25
334	408	4
334	549	1
334	676	2
334	729	5
334	749	1
334	792	2
334	820	2
334	945	17
334	1031	2
334	1072	1
334	1074	1
337	408	3
337	441	6
337	511	3
337	535	1
337	549	4
337	555	4
337	590	1
337	615	1
337	634	1
337	676	3
337	760	1
337	775	3
337	830	1
337	874	2
337	893	17
337	940	3
337	945	3
337	970	1
337	972	1
337	1003	1
337	1027	3
337	1031	2
337	1074	21
370	403	6
370	408	6
370	441	8
370	456	1
370	493	2
370	549	9
370	615	1
370	820	1
370	874	1
370	929	1
370	970	1
370	1022	1
370	1024	2
370	1031	6
370	1033	3
370	1072	1
370	1074	3
370	1094	1
403	408	12
403	441	41
403	456	2
403	493	1
403	535	2
403	537	5
403	544	7
403	549	24
403	555	2
403	602	2
403	634	1
403	729	17
403	733	1
403	749	4
403	775	3
403	817	2
403	820	3
403	870	1
403	874	7
403	924	1
403	929	1
403	939	1
403	940	1
403	945	17
403	970	28
403	972	17
403	1024	10
403	1031	19
403	1074	30
408	441	139
408	456	14
408	486	2
408	493	7
408	511	13
408	513	3
408	535	8
408	537	14
408	544	5
408	549	117
408	555	34
408	567	1
408	574	2
408	602	3
408	605	2
408	615	1
408	634	25
408	646	1
408	676	14
408	706	11
408	729	56
408	733	7
408	736	1
408	749	37
408	760	2
408	775	3
408	817	15
408	820	17
408	830	1
408	870	13
408	874	51
408	893	2
408	908	1
408	924	12
408	929	3
408	939	3
408	940	15
408	945	62
408	950	1
408	970	34
408	972	63
408	978	6
408	1003	1
408	1022	17
408	1024	6
408	1027	10
408	1031	106
408	1033	5
408	1072	2
408	1074	171
408	1094	12
441	456	16
441	486	2
441	493	10
441	502	3
441	511	15
441	513	1
441	535	7
441	537	9
441	544	17
441	549	130
441	555	32
441	567	4
441	602	6
441	605	1
441	615	1
441	634	7
441	676	3
441	706	3
441	729	91
441	733	9
441	749	44
441	775	5
441	817	15
441	820	11
441	870	10
441	874	46
441	893	5
441	908	3
441	924	15
441	928	7
441	929	7
441	939	7
441	940	11
441	945	84
441	970	58
441	972	115
441	978	7
441	1003	1
441	1022	1
441	1024	30
441	1031	145
441	1033	4
441	1074	272
441	1094	2
456	502	1
456	511	2
456	535	1
456	549	25
456	555	1
456	602	2
456	634	7
456	706	1
456	729	7
456	733	2
456	749	4
456	817	2
456	820	6
456	870	3
456	874	2
456	893	1
456	908	2
456	939	1
456	945	11
456	970	6
456	972	11
456	1003	1
456	1024	2
456	1031	21
456	1074	22
456	1094	1
486	493	2
486	511	1
486	537	3
486	544	1
486	549	2
486	555	3
486	729	1
486	733	1
486	820	2
486	893	1
486	924	6
486	940	4
486	950	1
486	970	6
486	978	5
486	1031	11
486	1074	39
486	1094	1
493	535	1
493	537	1
493	549	7
493	555	1
493	567	3
493	729	1
493	733	1
493	817	1
493	820	3
493	870	3
493	908	1
493	929	1
493	945	3
493	970	3
493	972	3
493	978	1
493	1031	8
493	1074	11
493	1094	1
502	549	1
502	733	1
502	749	1
502	870	1
502	970	3
502	972	2
502	1024	1
502	1074	4
511	513	1
511	535	4
511	544	3
511	549	15
511	555	18
511	567	2
511	615	1
511	634	1
511	646	4
511	676	4
511	729	5
511	733	1
511	736	3
511	749	4
511	760	2
511	775	3
511	792	1
511	817	6
511	820	1
511	870	2
511	874	5
511	893	8
511	908	4
511	924	22
511	939	11
511	940	18
511	945	4
511	950	2
511	970	5
511	972	6
511	978	1
511	1003	2
511	1027	1
511	1031	25
511	1074	122
511	1094	1
513	549	1
513	555	8
513	646	14
513	729	2
513	733	1
513	736	1
513	874	3
513	893	1
513	940	3
513	978	2
513	1003	2
513	1031	3
513	1074	3
535	537	2
535	549	2
535	555	1
535	590	1
535	646	9
535	676	4
535	729	4
535	749	3
535	760	1
535	775	1
535	830	4
535	870	1
535	924	1
535	939	1
535	940	2
535	945	3
535	970	6
535	972	1
535	1024	3
535	1027	1
535	1031	14
535	1074	17
535	1094	4
536	537	1
536	549	1
536	567	1
536	646	14
536	729	1
536	870	2
536	893	1
536	939	1
536	970	3
536	972	2
536	1024	3
536	1031	6
536	1033	1
536	1074	6
537	549	4
537	555	2
537	590	1
537	634	3
537	729	4
537	749	4
537	817	1
537	820	2
537	870	2
537	874	2
537	893	1
537	928	1
537	929	2
537	940	2
537	945	5
537	970	3
537	972	2
537	1024	6
537	1031	18
537	1074	31
544	549	14
544	555	2
544	676	1
544	729	4
544	749	1
544	817	1
544	820	4
544	924	2
544	939	1
544	945	2
544	970	2
544	972	8
544	1024	1
544	1031	16
544	1074	66
549	555	22
549	567	1
549	574	1
549	602	2
549	615	1
549	634	9
549	646	1
549	676	8
549	706	1
549	729	75
549	733	8
549	749	22
549	760	1
549	775	7
549	817	20
549	820	22
549	870	5
549	874	16
549	893	2
549	908	2
549	924	4
549	928	3
549	929	13
549	939	5
